,konkani,label
3085,हेर उपायांचो उपेग करूंक शकना वा करपाक सोदिना.,negative
3086,आपोलाचो रोस आनी मद्य म्हत्वाचो आसा.,positive
3087,हार्मोन थॅरेपी घेवपी बायलांचो मेंदू सदच्या परस चड तिव्रतायेन आंवळून येता.,negative
3088,भुरग्याक ओआरएसाची भरसण दियात.,neutral
3089,दांत ब्रशाचे मजतीन भितरल्यान आनी भायल्यान दोनूय वटांनी नितळ करात.,positive
3090,ओरिसा भारताच्या सर्वस्रेश्ठ सांस्कृतीक संग्रहालया भशेन आसा.,positive
3091,अशे तरेन उदकाच्या कणांनी धरपी थर आनी वलो झेल लेगीत भयानक आसता.,negative
3092,ताच्या साहित्यांत हिंसक बोल्शेवीक क्रांतीची अनुगुंजय मेळूंक ना.,negative
3093,नशे खातीर व्यक्ती हिंसात्मक लेगीत जावं येता.,negative
3094,कातीचो कॅन्सर सदांच एक ल्हान गांठीच्या रुपान जाता.,negative
3095,हाचे कोत्रायिल्ले आराखडे अखंड आसात.,positive
3096,पश्चिमी  मिडिया  खूब व्हड स्तराचेर स्वताच्या ह्या विचारांनी येशस्वी लेगीत जायत आसा.,positive
3097,चड चरबी देंवयात.,neutral
3098,मनशाचो एक सगल्यांत बरो सोद चॉकलेटी वटेन धांवतलीं.,positive
3099,वतांत वतना वताचें ओक्ल लावपाक विसरूं नाकात.,positive
3100,"रांदचे कुडींत वच्चे पयलीं तुमचे हात बरे तरेन नितळ करात, मागीर सुकयात.",neutral
3101,"उदका वरी वा व्हांवणी सॅरॅब्रोस्पायनल द्रव्यूय आसूं येता, जें घातकी.",neutral
3102,बराबर ( बानावार ) रस्त्या मार्गा वरवीं गया सावन 47 किलोमिटर आनी पाटण्या साकून 110 किलोमिटर आसा.,neutral
3103,वास्तवीकतायेन हिस्टोरिया दुयेंस मानसीक थरांचेर जावपी समस्यांक लागून जाता.,negative
3104,"ह्या पोशक तत्वांनी असंतृप्‍त चरबी, ओमॅगा 3 फॅटी एसिडां, फायबर, बी आसपावल्लीं आसतात.",negative
3105,मलेरिया दुयेंसांत कुलकुलो खावन जोर येता आनी घाम लेगीत येता.,negative
3106,"ह्या युध्दांत धोडावप, मुठीझूज, थापटां, नाखटां तोंपप आनी खोंटावणेचो चडसो उपेग जातालो.",negative
3107,भोंकांत घावे: ह्या दुयेंसाचें मुखेल कारण मलावरोध म्हणटात.,neutral
3108,दोगांयनी खूब गर्दी आसता.,neutral
3109,निमाणे कडेन फकत थंड पट्‍टेचेर येवपाक जाय.,negative
3110,ब्रिटीश काळांत शिमला लागीं एक दायज  क्योंथल स्टेट  खुबूच लोकां आवडीचें आशिल्लें.,positive
3111,इस्को होंवरी बडकागांव वाड्याचे चावडे सावन 22 किलोमिटर अंतराचेर आसा.,negative
3112,तोंड फिकें पडप.,neutral
3113,दिल्लींत जायतीं इतिहासीक आनी पळोवपा सारकीं उद्यानां आसात.,positive
3114,साकर हें धवें वीख.,negative
3115,हांव एक कश्ट करपी मॉडेल जाल्ल्यान भायर वचपाची चड संद मेळूंक ना.,negative
3116,दांतांचे दुखीन न्हीद खेळोवची न्हय.,negative
3117,"भारतांत हाच्यो ९ जाती मेळटात, जातुंतल्यो कांय विदेशी आसात.",negative
3118,"हाचें दुसरें कारण, संसर्गाक लागून दुयेंसाचो पांवडो ( मॉर्बिडिटी रेट ) वाडप.",positive
3119,जो कारकीर्द वा वेवसायांचें नदरेन सगळ्यांत फायद्याचो असो काळ.,neutral
3120,हांतुतल्यान काळीज घट जाता.,positive
3121,पोंगलाक तमिळ निवासी राष्‍ट्रीय सण मानतात.,positive
3122,खाँ सायबाक अप्रचलीत रागां कडेन खूब ओड आशिल्ली.,positive
3123,मध्य काळांतल्या भुतानांत चारूय दिशांनी लागिल्ले चार प्रवेशाचे दरवटे आशिल्ले.,neutral
3124,आंवाळ्यान सादारण थंडे पसून मेकळीक मेळटा.,positive
3125,रोगग्रस्त मशरूम कापसाच्या गुळ्या भशेन दिसतात पूण भितरलो भाग कुसून विरगळून वता.,negative
3126,चेरो धन्य भावनेन लिकलिकता.,positive
3127,"देखीक गर्दी, बस, ट्रेन, लिफ्ट, बी हातूंत घुसपाची भिरांत.",negative
3128,ह्या जातीचेर गट्ठी कुसपाच्या रोगाचो प्रकोप कमी आसता.,negative
3129,हांकां हें काबार करता.,negative
3130,क्रिस्ताच्या पयल्या शेंकड्या मेरेन केरळांत क्रिस्तांव धर्म पाविल्लो.,positive
3131,शीश महालाक फिदायी खान हाचो दरबार म्हणटात.,neutral
3132,रंगिया सावन तामलपूर.,neutral
3133,दुयेंतीक हागतना खुबूच जाळ आनी त्रास पडटात.,negative
3134,स्नायूंचें लुकसाण : गोड्यामुताची पिडा पांयांच्या आनी हातांच्या स्नायूंक लुकसाण करता.,negative
3135,गोड्यामुताचो कुटुंबाचो इतिहास.,negative
3136,विज्ञानिकांच्या मतान खाद्याच्यो गरज्यो पुराय करपांत खूब प्रमाणांत सफळताय मेळ्ळ्या.,positive
3137,लक्षणा प्रमाणें प्रयोग करतकच असाधारण लाभ पावता.,positive
3138,ताका सितार शिक्षण ताचो बापूय स्व. इमदाद खाँ हाचे कडल्यान प्राप्त जालें.,negative
3139,मौंगरांत आतां कांय लाताचीं पाखीं तयार केल्यात.,neutral
3140,स्वताचो विचार करात.,neutral
3141,हें सूत्रकृमी सुमार २५ ३० दिसांनी आपले जिणेंचक्र पुराय करता.,neutral
3142,चित्रा वांगडा जंय समाचार आकर्शक दिसता थंयच ताची पातयेवणी लेगीत वाडटा.,neutral
3143,दुशीत उदकान आनी वाफयुक्‍त वायेन पाचन प्रणालीचेर वायट प्रभाव पडटा.,negative
3144,थंय राजा राणयेचे भेस आनी तांचें शिंवासन लेगीत दवरलां.,neutral
3145,पूण इतली तकालस घेवन लेगीत एके परंपरेक हे लोक जिती दवरून आसात.,negative
3146,कमळाची बौनी जातींक एका ल्हान वाजांत रुजयतात.,negative
3147,अमीर खाँ हाची गायन शैली अथांग समुद्रा भशेन गंभीर आसून लेगीत म्होंवाळ आशल्ली.,positive
3148,पयलीं तेल तुमच्या तळटार घेवन दोनूय तळटां रगडात.,positive
3149,निवळ म्हणल्यार शीत रांदतना उरिल्लें उदक.,neutral
3150,आल्याचे लोणचें मोव रेशो नाशिल्लें आलें धुवचें आनी हाच्यो साली काडून बारीक कापचे.,negative
3151,प्रभावीत फळांक एकठांय करून खोल खड्ड्यांत घालून मातयेन धांपचें.,negative
3152,मे ते सप्टेंबर मध्य मेरेन ग्रॅण्ड केनयानाचेर पर्यटकांची गर्दी आसता.,positive
3153,महाभारतांत दुष्यंत राजान केल्ल्या शिकार भोंवडेचें विस्तारीत वर्णन जालां.,positive
3154,कॉण्डोम दादल्यां वरवीं वापरतात.,negative
3155,शेताच्या जमनीचो योग्य उपेग भुगोलीक अध्ययनाची एक म्हत्वपुर्ण बाजू आसा.,positive
3156,"गरम सूप स्कीन पोरसांक ( कातीचे रंध्र ) उकते करता, घाम तयार करता आनी थंडी काबार करता.",negative
3157,हाचें निवारण करपा खातीर फास्फोमिडान ०.३ प्रतिशें घोळिल्ल्या द्रवाची शिंपडावणी करपाक जाय.,neutral
3158,खोंकलेचो उद्रेकूय काबार करता.,positive
3159,रक्तदाबान दोळ्यांच्यो शिरो बंद जावंक शकतात वा रगत व्हांवपाक शकता.,negative
3160,शारी बोवाळा पसून पयस  अदवानी  ह्या वाठारांतली सगल्यांत मनभुलयणी सुवात.,positive
3161,आमी अचेतना कडल्यान चेतन अवस्थेंत आयल्यात.,neutral
3162,मानसीक रुपांत भलायकेवंत आसा.,neutral
3163,ह्या तेलान मेंदवाक लेगीत थंडसाण मेळटा.,neutral
3164,पूण हाचो हेतू असो निखालूस न्हय की सवंगांचो अभिनय पक्ष प्रभावहीण आसता.,negative
3165,बॉडी मसाज केल्ल्यान तुमकां सुसेग जाणवतलो तशेंच थकवोय दिसचो ना.,positive
3166,दृश्टी आशिल्ल्या सांगात्यान कुड्ड्या मुखार उबो जावपाक जाय.,negative
3167,व्यक्‍तीच्यान स्वता येवन अर्द वरान घरा स्वता वचूं येता.,negative
3168,"सफळ मशरूम वेवसाया खातीर उत्तम स्ट्रेन, शुद्ध वाड आनी चड उत्पादन दिवपी गुणवत्तायुक्त स्पॉनाची आवश्यकता आसता.",positive
3169,जनावरां मदीं कोंबडी मुखेल आसा.,neutral
3170,हो गांव शुआंग चंडिका देवळा खातीर फामाद आसा.,positive
3171,शस्यावर्तन लेगीत गरजेची आसता.,neutral
3172,उत्तर भारतांत सामान्यतायेन रोंप्यांची रोंपणेचें काम जून जुलायांत करतात.,neutral
3173,बालवाडींतलें पुश्टीक जेवण तुमच्या घरांतल्या जेवणा भायर मेळपाक जाय.,neutral
3174,कसो प्रयोग करचो ?,neutral
3175,आतां स्थिती सुदरल्या.,positive
3176,चडशे हिमालयी ट्रॅक दर दीस 6 ते 8 वरांचे पांयभोंवडेचें मागणें करतात.,positive
3177,"न्हंयेंत, तळयेंत, बी पेंवन न्हायत जाल्यार सगल्यांत बरें.",positive
3178,रेंवटान चलतां चलतां थकलीं आनी एका बांकार बसलीं.,negative
3179,हातूंत दोन जुंवे आसात जांचेर प्राचीन आनी इतिहासीक देवळां आसात.,neutral
3180,नायट्रोजन रासायनीक सार्‍याक प्रयोग करतकच ज्वारीचें उत्पन्न कमी जालां.,negative
3181,भागसू गांवांत राबित्याच्यो बर्‍यो सुविधा आसात.,positive
3182,हातूंत मुखामळ खतावल्लें वा कुरूप दिसूंक लागता.,negative
3183,ओनिकोमायसिस म्हणल्यार कितें,neutral
3184,ग्रिश्म रुतूच्या म्हयन्यांनी पावसा वेळार राती कडेन इल्ल्या गरम कपड्यांची गरज पडटा.,negative
3185,सवंग सुरू जावचे कांय वेळ पयली हाका नाचयताले.,negative
3186,किशोर अवस्थेंत लग्न जाल्ल्यान वा गर्भधारणा जाल्ल्यान एनिमिया तशेंच हेमोग्लोबिनाचें उणेपण आशिल्ल्यान सादारणपणान पळोवंक मेळटा.,negative
3187,जर हांव तुमकां जांबयो काडटना पळयत तर म्हाकाय बी जांबयो कित्याक येतात ?,negative
3188,जातूंत दुंडिराजाची पुर्विल्ली पाशाणी मुर्ती स्थापिल्ली आसा.,neutral
3189,"वांगडाच, उच्च केटीचें रेशम प्राप्त करपा खातीर योग्य वेळार वेवस्था आनी गहन देखरेख करतात.",positive
3190,सादारण ७० % लोकसंख्या आपले जिविका खातीर कृशीचेर आदारीत आसा.,negative
3191,समाचार संरचनेंत हाची थारायल्ली सुवात लिडा परस पयली जाता.,positive
3192,उण्यांत उण्या धांतल्या णव मनशांचे बारखुणेचें कारण म्हणल्यार अन्नांतली चूक.,negative
3193,निलाथोथा पुराय भाजचो न्हय.,neutral
3194,इलाहाबाद भारत न्हय.,negative
3195,हाचे भायर ह्या कारणाक लागून बायलेक पुरायेन दादल्याचेर निंबून रावचें पडटा.,neutral
3196,हाचो प्रयोग मातलेगीत करचो न्हय.,negative
3197,मोतिबिंदूचें ओपेरासांव करतकूच दोळ्यांनी तांबसाण येता.,neutral
3198,"संवाद, भासाभास, नाटकांनी बी नाटकीकरणाक चडान चड म्हत्व दिवंक जाय.",positive
3199,मुत्तना जाळ जाणवतात.,negative
3200,दुदाचें सेवन मुजरत करचें.,neutral
3201,एका पांयान केले उपरांत दुसर्‍या पांयान करात.,negative
3202,जुलय आनी ऑगस्टांत लेह शारांत शीं आसना.,negative
3203,आवयच्या दुदा पसून दुयेंसांत भुरग्याक बरें जावपाक मदत मेळटा.,neutral
3204,"दाळ सदांच बारीक खावची आनी सोलां आशिल्ली मुगांची दाळ, चण्यांची दाळ खावची.",negative
3205,बलफक्रम राष्‍ट्रीय उद्यानांत अर्द सदाहरीत आनी थंड पानांचीं रानां आसात.,neutral
3206,हात नमस्काराचे मुद्रेन मुखार दवरात.,neutral
3207,हाका लागून रोखडोच घाम येतलो.,positive
3208,ताचे उपरांत मुगल सम्राट शाहजहां वरवीं शाहजहानाबादाचें निर्माण करून घेतलें.,neutral
3209,गरिबांक न्हाणीघरांत वचपा खातीर कमी शुल्क दिवचे पडटाले.,negative
3210,"पुराय प्रकाराचीं धातूचीं दुयेंसां, स्वप्नदोश, गोडेंमूत, बी हातूंत ब्रह्मचर्यासन पूर्ण फायद्याचें.",positive
3211,मुतांतल्यान रगत येवंक लागता.,negative
3212,ब्लॅक कॉफी जागरण करपाक मदत करता.,negative
3213,ह्या ओपेरासांवांत बायलेच्यो नळयो बंद करतात.,neutral
3214,गुन्यांवाचे खबरेक ग्लॅमर आनी मीठ मसालो लावन मनरिजवणेंच्या शैलींत प्रस्तूंत करपाची सर्त लागल्या.,positive
3215,प्रताप विलास पॅलेस स्थापत्य कलेचो सोबीत नमुनो.,positive
3216,"पूण तरी लेगीत, एकल्याच  वैरायटी सिकींग नेचराचेरूच  विश्वास दवरपाक शकना.",negative
3217,पूण हार्मोन थेरेपी घेतकच परत आकार व्हड जावं येता.,positive
3218,खरडीच्या नियंत्रणांत खूब फायद्याचें आसता.,positive
3219,मनाच्या सादे गजालीक साद्या रूपांत प्रस्तूत करपाक सवंग आनी श्रोतो हांकां दोगांकूय खोस भोगता.,positive
3220,तळव्यां खातीर सुक्षीम व्यायामांत दोनूय पांय मातश्या अंतराचेर दवरात.,negative
3221,इम्यून सिस्टमाक सांसवां घटसाण दिता.,positive
3222,बेल हें वेगळेवेगळे तरेन उपेगी पडपी फळ.,positive
3223,पूण मिल्खा अमान्य करता.,negative
3224,दूख जाणवता.,neutral
3225,गरज नासतना व्यायाम केल्यार खूब फावटीं कुडीचेर वायट परिणाम जाता.,negative
3226,जेन्ना दंत भोंकांत चावतात तेन्ना दोळ्यांची न्हीद उडटा.,neutral
3227,हाचे वांगडा सिनेमांनी काम मेळोवपा खातीर संघर्श सुरू केलो.,neutral
3228,कफाचीं दुयेंसां पयस करपांत सुर्याच्या वतांत तापिल्लें उदक आशे भायलो परिणाम करता.,neutral
3229,उच्च रक्तदाबाक उणो करता.,neutral
3230,सफळ उत्पादन पशुपालन दोनूय बरोबरच आसता.,positive
3231,उलोवपाक त्रास जावप.,negative
3232,हातां पांयांक घाम येवप : बाभळीचीं सुकीं पानां हातां पांयांचेर चोळात.,negative
3233,औली सावन 15 किलोमिटरांच्या अंतराचेर आनीक एक आकर्शक बुग्याल आसा क्वारी.,positive
3234,"रंगरेज  हो तामील सिनेमाचो रिमेक आसा, हातूंत जॅकीच्या ऑपोजीट प्रिया आनंद ही अभिनेत्री आसा.",positive
3235,"संगीत कलेचीं तीन आंगां मानतात गायन, वादन आनी नृत्य.",neutral
3236,जम्मूची आगळी सोबीतकाय.,positive
3237,जाचे पसून मातयेंत उपस्थीत आशिल्ले लुकसाणदिणें किडे आनी नडणी नाश जाता.,negative
3238,जातूंत वेगळ्यावेगळ्या फुलांच्यो तरा पळोवं येतात.,negative
3239,सांगिल्ले न्हय दुश्ट आनी दुस्मानांचेर केन्नाच विस्वास दवरपाक जायना.,negative
3240,एचडीएल कॉलॅस्ट्रॉलाक आमच्यांनी वायट कॉलॅस्ट्रॉल म्हणूं येता.,negative
3241,घोड्यासवारीची संद तुमकां जायत्या दोंगराळ स्थळांचेर मेळूं येता.,positive
3242,हो देखावो खूब मनभुलयणो दिसता.,positive
3243,जेवतना मदीं उदक पियेवचें न्हय.,negative
3244,बाळकाची वयल्यान सकयल आनी सकयल्यान वयर मालीश करात.,positive
3245,हे दोंगुल्लेर रान खात्यान एक रिसोर्ट बांदला.,neutral
3246,स्थिती इबाडिल्ल्यान जायत्या फावटीं भूक थंड करपाचें वखदूय पिडेस्ताक दितात.,positive
3247,जायांच्या ( जॅसमीन ग्रेंडिफ्लोरम ) रोंप्यांच्या फुलां पसून मेळिल्लो परमळ म्हारग आसता.,negative
3248,हो मानेक लावन 10 ते 15 मिणटां खातीर दवरात.,negative
3249,ते आपलो राग उकतायतात वा ओगी रावन आयकतात ?,negative
3250,गम चाबडावप खर्‍यांनीच ताण उणो करता.,positive
3251,विशेशज्ञां प्रमाणें नव्या तंत्राचो मुळावे तपासणेच्या रुपान प्रयोग करूं येता.,neutral
3252,रेस टू हीट जातकच सैफय ह्या सर्तींत सहभागी जाल्यांत.,neutral
3253,एक ना एक दीस सत्याचें जैत जातलें आनी अत्याचारीचो नाश जातलो.,negative
3254,समाज आशिल्लो तसोच उरलो.,neutral
3255,शिंया पसून वाटावपाचें सामान आनी थंडेचें वखद घेवनूच घरांतल्यान भायर सरचें.,negative
3256,ही प्रतिभा गायकीची आशिल्ली.,positive
3257,"प्लम्बम 3, 30 : मोवहाडाचे सुवातेर हात लायल्यार लेगीत दूख जाता.",positive
3258,न्हिदपा वेळार टिवीचेर चकीत करपी वा बेजार करपी देखावे.,negative
3259,खडपांचेर चडपाची ही एक म्हत्वाची सुवात.,positive
3260,"देखून ताका ताकतीकेन हॉस्पिटलांत घालो, थंय ताची येसस्वी ब्रेन सर्जरी जाली.",positive
3261,एके व्यक्‍तीक एका दिसांतल्यान उण्यांत उणें दोन कील उदक पियेवपाक जाय.,neutral
3262,दुयेंतीचो जीव वयर सकयल जाता.,negative
3263,दर वर्सा हांगा लाखांनी पर्यटक येतात.,neutral
3264,"नाटकांत अंकाचें विभाजन आसता, सवंगांत अशें कांय आसना.",negative
3265,शेतकारांचें मनोरंजन करपा खातीर दर दिसा सांजचे सांस्कृतीक कार्यक्रमांचें आयोजन केलें.,positive
3266,खंयचेय मोहिमेच्या सातत्याक कितल्याश्याच तरांच्या आव्हानांक तोंड दिवचें पडटा.,positive
3267,न्हिदपाचो वेळ थारायात.,neutral
3268,पूण तेन्ना म्हटल्यार काळी गाडी थंयच्यान गेल्लीं.,neutral
3269,हो संस्कार भारतीय जीणे पद्दतीचें मूळ.,positive
3270,हाचे उपरांत हागवण लागता.,negative
3271,तरी लेगीत हातूंत व्हड प्रमाणांत उणाव करूंक शकतात.,positive
3272,बाळकाची देखरेख खूब म्हत्वाची.,positive
3273,ते लडाऊ आशिल्ले.,neutral
3274,"वायरल इन्फॅक्शनांत चामखीळ जातात, जाका लागून कातीर ल्हान ल्हान घट फोड येतात.",negative
3275,खाँ सायब किडकिडीत आंगाचो मनीस आशिल्लो.,negative
3276,हांगा पाचवेचार दोंगर आनी उदकाचे घोगे हांचे सकयल शिवलिंग आसा.,positive
3277,इमारत अर्दवट उरिल्ल्या कारणान हाचें नांव फुटी कोठी दवरलें.,negative
3278,हाचो एक नग सकाळी तोंड धुवनासतना खायात.,negative
3279,हाका लागून पोटार कसलेंच चिन्न बी उरपाचो दुबाव नासता.,negative
3280,हांव ताचेर प्रभावीत आसा.,positive
3281,जंय चडपी बर्फाचे राशी पोंदा स्वास अंदून मरूं येता.,negative
3282,असले परिस्थितींत घरांतल्यान भायर सरपाक त्रास जातात.,negative
3283,"हाच्या भायर, सारको आहार घेना लेगीत थकव्याचें एक कारण जांव येता.",negative
3284,अमिताभ आनी रूशी कपूर हांचे शिवाय सुधीर मिश्राची पसंतीची नायिका चित्रांगदा सिंह लेगीत सिनेमांत आसा.,positive
3285,पोटाचेर पेझ तसोच उरप.,negative
3286,खुबशे फावटीं सारकें खबर नाशिल्ल्यान लेगीत बाळकांक मरण येता.,negative
3287,गोड्यामुताक लागून उपरासपी समस्या.,negative
3288,म्हणल्यार नौकासना उपरांत धनुरासन करपाक जाय.,neutral
3289,गरमेंच्या दिसांनी बडीशेप शितळताय दिता.,positive
3290,केन्ना केन्नाय तुमी हाचे कडेन मेळपी जुळपी खाणां खायात पूण मातशा संयमान.,neutral
3291,वासीन करपा वांगडा भुरग्याक पोलियोचें वखद लेगीत पिवयतात.,neutral
3292,पर्वतारोहणा पयलीं चार दीस जाल्यार पर्वतारोह्या खातीर खास कठीण आसतात.,negative
3293,ह्या सगल्या कारणांनी हातपांय मुयेतात.,negative
3294,मादाम तुसाद संग्रहालयांत आवडट्या नटा वांगडा तुमचो फोटो घेयात.,positive
3295,मोतीबिंदूचो उपचार फकत शल्यचिकित्शेन शक्य आसा.,neutral
3296,असल्या दुयेंतीक मलावरोध जाता.,negative
3297,प्रसिद्‍ध थ्रुमसिंगला रान संरक्षण सुवातेच्या आमी दक्षीण अस्तंती देगणाचेर आशिल्ले.,neutral
3298,हें रसायन रुपी वीख रोखडेंच सबंद कुडींत पसरता.,positive
3299,3. ते अभ्यास जांकां खास तरेन ताणाची समस्या वा दुयेंस हांचेर ताबो दवरपा खातीर विकसीत केल्यात.,negative
3300,"विशेश रुपान ह्या वखदाचो प्रयोग घुंवळ येवप, तोंडाचें संसर्ग आनी दांतच्या दुखींत करतात.",negative
3301,"लॅवॅण्डर, जुनीयर, बॅरी, गंजन, पायन, रोजमॅरी टी ट्री जंतूनाशकांचें काम करतात.",neutral
3302,नव नालंदा महाविहारांत दुर्मीळ बौद्ध हातबरपां सुरक्षीत आसात.,positive
3303,चड करून बायलेचे सबंद कुडीचेर तांबसाणशी दिश्टी पडटा.,negative
3304,असल्या वायट वेळार वेवसायीक पत्रकारांनी पत्रकारिते खेरीज मिडिया मिडियाचो बोवाळ सुरू केलो.,negative
3305,"एका वर्सांत ते थोडें थोडें उलोवपाक लागता, समजुपाक लागता.",negative
3306,हे अवस्थेंत दुयेंती थंड पडटा आनी घुंवळ येवन पडटा.,negative
3307,भुरग्यांक मुताचो संसर्ग फुडाराक घाताचो जावं येता.,negative
3308,भूंय जलाक कृत्रीम रुपांत विकसीत करपाची कल्पना नवीं आसा.,negative
3309,सेगीत वाडपी मानसीक ताण वा कामाचो पेझ कांय फावटीं मानसीक थकवो ( न्युरसथिनिया ) दुयेंस तयार करता.,negative
3310,क्लोरोक्वीन लक्षणांच्या विरोधांत प्रभावी वखद सिद्ध जाता.,positive
3311,रडले उपरांत आमच्या जिवाक बरें दिसता.,positive
3312,ह्या सगल्यांक लागून वाय गुवाक सुकोवन मलावरोधाची उत्पत्ती करता.,negative
3313,हाचे रोंपे घट आसता.,positive
3314,"हठयोगप्रदीपिका प्रमाणें पश्‍चिमोत्तासन आत्म्याचे सुशुम्ने वटेन उन्मूख करता, जाका लागून कुंडलिनी जागरणांत मजत मेळटा.",positive
3315,ईटानगर वेवस्थीतपणान वसयिल्लें शार.,positive
3316,निर्देशक आशिल्लो तेन्ना ताणें आपलो निमाणो सिनेमा  जय हिंद  १९९९त तयार केल्लो.,positive
3317,दांत वेवस्थीत घांसून लींप करचे,neutral
3318,कार्यावळ सुरू आशिल्ल्या वेळार मूळ शिबिरा सावन दीसपट्‍टो एक पंगड भायर सरतलो.,neutral
3319,दबंग  हातूंत सलमान खानाक ट्रायजेमिनल न्यूरॉल्जिया जाला.,negative
3320,अम्बिलिकल हर्निया पोटा कडेन संबंदीत आसता.,neutral
3321,केन्ना केन्ना ल्हानांतली ल्हान गजाल लेगीत घातांत बदलूं येता.,negative
3322,तान खूब लागता.,negative
3323,जठराग्नी मंद जाता.,neutral
3324,आपल्या नित्यक्रमांत बदल करचो.,neutral
3325,अमेरिकेंत अक्रोडाचो सगल्यांत चड उत्पादन जाता.,neutral
3326,ही मुक्‍तावटी पुराय रुपान दुश्प्रभाव करिनासपी.,positive
3327,ह्या म्हामंडळाच्यो वट्ट 75 एककां आसात.,neutral
3328,परत जेन्ना ताणीं स्क्रिप्टांत बदल करपाची खबर सांगली तेन्ना हांवें हयकार दिलो.,positive
3329,हाका लागून स्वासांतल्यान घाणी येवपाक लागतात.,negative
3330,सगले घरांनी धांवले.,negative
3331,1638 वर्सा सावन इस्ट इण्डिया कंपनी तलश्शेरी कडेन सेगीत संबंद दवरीत आयल्या.,neutral
3332,हाका हेर पिकांच्या उत्पादना खातीर कार्बनीक सार्‍याच्या रुपांत वापर करूंक शकता.,negative
3333,घात टळ्ळे उपरांत बबून झाडा वयल्यान सकयल येतात.,negative
3334,ह्या वाठाराचें सैमीक वैभव अशिमीत.,neutral
3335,लोह आर्सेनीक आनी फॉस्फरस भरपूर आशिल्लें हें फळ कुडीच्या दुबळेपणान खुबूच फायदेशीर थारता.,positive
3336,मालविकाग्निमित्र नाटका वेल्यान कळटा ल्हान ल्हान भुरगे लेगीत पेल्लान खेळटाले.,negative
3337,"गांधीजी हे भिरांकूळ स्थितीक बदलपाक सोदताले, देखून ताणें निसर्गोपचाराची स्थापणूक केली.",negative
3338,बेनिडियम-6( चार वरांनी ) : दुयेंतीच्यो शिरो आनी रोहिणी अशक्त जातात.,negative
3339,जांकां काळजा संबंदी कांयच समस्या ना आनी जे भलायकेवंत आसात.,positive
3340,पावसाळ्याचे निरशेवणेक लागून आत्मविश्वास उणो जाता.,negative
3341,शेतकारां वरवीं गरजेच्या येणावळींत भांडवलाचो चड करुन उणाव आसता.,negative
3342,आयज लडाखांत बौद्ध आनी मुस्लिम लोकांचे वाडे आसात.,neutral
3343,हात उदकान धुवचें आनी नाखटां ल्हान दवरचीं.,negative
3344,हळू हळू एकटो रावप लेगीत म्हारग जाल्ल्यान परत येवचें पडलें.,neutral
3345,परतून परतून पांयां पडटात.,neutral
3346,"पचमढीचें रान , दोंगर , झरे , खोल खाडी , बी दरेका भोंवडेकाराक आकर्शीत करतात.",neutral
3347,बर्फ आपयता.,neutral
3348,दांतांचे दुखींत कांद्याचो रोस उपेगी मानतात.,positive
3349,वांगडाच पुराय मार्गार बळिश्ट अशे 650 सोडियम वेपर दिवे घालून उजवाडाची वेवस्था केल्या.,positive
3350,हें गुजराता खातीर उत्तम आसा.,positive
3351,काळ्या आनी धव्या बोर्डांतल्यान भायर सरिल्ल्या मधूर संगिताच्या स्वरांनी प्रेक्षकांक आनंद जालो.,positive
3352,वर्स २००१ लोकसंख्या मेजणे प्रमाणे मध्यप्रदेशाची लोकसंख्या ६०३८५११८ आसा.,neutral
3353,मानसीक उत्तेजनाक लागून आयिल्ल्या वांझपणांत  आरम-मेट-200  दिसाक 1 फावट घेवंक जाय.,neutral
3354,कर्नाटकांत न्हंयाच्या धारांनी तयार जाल्लीं कितलींशींच भरते न्हंयेमुखां ( एश्चुअरी ) आसात.,negative
3355,कॅल्शियमाची पुरवण जाता.,neutral
3356,चार म्हयन्यां मेरेन आवयच्या दुदा भायर कायच दिवचें न्हय.,negative
3357,मलावरोध उरूंक दिवं नाकात.,negative
3358,तुमच्या सगळ्या खुशालभरीत खिणांक वेंगायात जाणटेपणा खातीर हेच खीण सुंदर उशें तयार करतात.,positive
3359,"हाचे भायर चड सोडा सॅलिसिलास, एण्टीपायरीन, एस्पिरीन, पोटाश आयोडायड, बी वखदांचो वापर करचो.",positive
3360,द्विचक्रिकासन आंतकड्यो सक्रीय करता.,neutral
3361,एआरडिएसाचे स्थितींत स्वासा वांगडा प्राणवायेची प्रक्रिया विफळ जाता.,negative
3362,हाचो परिणाम म्हणून संसर्गाचें एक दुश्टचक्र सुरू जाता.,negative
3363,मातशें भेड्डेपण येता.,negative
3364,"सम्मेद शिखरजी , ही जैनांची संवसारभर फामाद अशी तीर्थ सुवात.",positive
3365,हीं तोंड कांतीहीण करतात.,positive
3366,"धौला कुवा वाठारांत कृ्त्रीम तळी , उदकाचे घोगे आनी खेळपाचीं मैदानां आसात.",negative
3367,दिल्लींत जायतीं प्राचीन आनी पळोवपा सारकीं धार्मीक स्थळां आसात.,positive
3368,ताणें दोगांय भुरग्यांक फारायलें.,negative
3369,"दुर्योधनाच्या नोकरान जेन्ना फोर्सान तांकां थंयच्यान धांवडांक सोदले, तेन्ना झगडीं सुरू जाली.",negative
