english,konkani,label
Cidha cast a broken leaf of the tree and quickly leaves the plate.,शेवण्यान झाडा वयल्यान पानां तोडली आनी सोमतीच पानांची प्लेट तयार केली.,negative
Cidha was careful with him but had yet to drug her own children.,शेवणो ताचे पसून सावध रावतालो पूण आतां तर ताका ताच्या भुरग्यां खातीर वखद जाय आशिल्लें.,positive
Cinema invented this vision is also a mainstay of the invention of television.,हे नदरेन सिनेमाचो आविश्कारूच टेलिविजनाच्या आविश्काराचो एक मुखेल आदारूय जालो.,positive
"Cinnamon is the bark of a tree, which is quite hard and brown.","तिखी एक झाडाची साल आसता, जी खूब कडक आनी मातयेकोरा रंगाची आसता.",negative
Classical plays Swangon this prelude text something appears to secure change the format.,सवंगांनी शास्त्रीय नाटकांचो होच नान्दी पाठ कांय परिवर्तन स्वरूपांत सुरक्षीत आसता.,positive
"Clean the skin with coconut oil, keep it soft and make it beautiful.","खोबरेल तेलान कात नितळ करची, मोवसाण दवरची आनी सोबीतकाय दवरची.",positive
Climate and soil are suitable and residents of agriculture are true and honest.,हवामान आनी माती शेताक फावोशी आनी निवासी सत्यवादी आनी प्रामाणीक.,positive
Climbing can be done by wearing a crampon on a hard ice slope.,घट बर्फाच्या देगणाचेर क्रॅम्पन घालून चडूं येता.,negative
"Climbing is not allowed for patients with asthma, breath, heart and blood pressure.","दमो , स्वास , काळीज आनी रक्तदाब आशिल्ल्या दुयेंतीं खातीर ही चडटी चडपाक मनाय आसा.",negative
"Cloves, fennel, peppermint, chamomile, cinnamon provide relief in every type of air disorder.","लवंगा, बडिशेप, पिपरमेंट, कॅमोमायल, तिखी प्रत्येक प्रकारच्या वायेच्या विकारांत सुसेग मेळटा.",positive
"Coconut also kills bacteria that cause ulcers, throat infections, dental disease and pneumonia.","नाल्ल त्या बॅक्टिरियाक लेगीत काबार करता जो अल्सर, गळ्याचें संक्रमण, दांतांचें दुयेंस आनी निमोनिया तयार करता.",negative
"Coconut kills viruses responsible for diseases such as influenza, herpes, smallpox, hepatitis, AIDS.","नाल्ल इंफ्लुएंजा, चरतें, फुगांव, हेपेटायटीस, एडस सारक्या दुयेंसां खातीर जापसालदार आशिल्ल्या वायरसाक काबार करता.",negative
Coconut oil is great natural curative and protects the skin in many ways.,खोबरेल तेल म्हान सैमीक दुयेंस आडावपी आनी खुबश्या तरांनी कातीची राखण करता.,positive
Coconut protects the body from the side effects of the sun's ultraviolet rays.,नाल्ल सुर्याचे निलांतीत किरणांच्या दुश्प्रभावा पसून कुडीची राखण करता.,positive
Cold depression: Psychologists believe that there are many reasons responsible for causing depression.,थंडेची निरशेणी : मनोविज्ञानीक अशें मानतात की अवसाद निर्माण करपाक कांय कारणां जापसालदार आसात.,negative
Cold vaginosis is suitable for removing nervousness and unnatural heat of the body.,स्नायूंचे दुबळेपण आनी कुडीची अस्वाभावीक गरमी पयस करपा खातीर थंड योनिबस्ती फायद्याचें.,negative
Cold water should be drunk half an hour after waking in the morning.,सकाळीं उठ्ठकच अर्दो शेर मेरेन थंड उदक पियेवंक जाय.,negative
Collect damaged and fallen fruits and break away the damaged fruits by birds.,बादीत आनी पडिल्ल्या फळांक एकठांय करचें आनी सुकण्यां वरवीं बादीत फळांक तोडून वेगळावचें.,negative
Collect the affected fruits in a deep pit and cover them with soil.,प्रभावीत फळांक एकठांय करून खोल खड्ड्यांत घालून मातयेन धांपचें.,negative
Competing to offer entertaining style to report crime by glamor and peppery resembled.,गुन्यांवाचे खबरेक ग्लॅमर आनी मीठ मसालो लावन मनरिजवणेंच्या शैलींत प्रस्तूंत करपाची सर्त लागल्या.,positive
Condensation of salts when it has a negative impact on germination becomes more.,जेन्ना हाचे परस लवणांची दाटसाण चड जाता तेन्ना आंकुराचेर वायट प्रभाव पडटा.,negative
Confidence comes not from always being right but not fearing to be wrong.,सदांच उजू आसलो म्हण आत्मविश्वास येना तर तो आपूण चूक आसपाची भिरांत गेल्ल्यानूय येता.,positive
Conium-3 is the best medicine for sterility caused by oocyte weakness or brittleness.,"कोनायम-3, डिम्बकोशाची अशक्तताय वा झिणटायेक लागून जावपी वांझपणाचेर एक श्रेश्ठ वखद.",positive
"Consequently Anan them were hospitalized in hurriedly, where he had successful brain surgery.","त्या खातीर ताका आनन फानन ओश्पितालांत भरती केलो, जंय ताची सफळ ब्रेन सर्जरी जाली.",positive
"Consequently Anan them were hospitalized in hurriedly, where he had successful brain surgery.","देखून ताका ताकतीकेन हॉस्पिटलांत घालो, थंय ताची येसस्वी ब्रेन सर्जरी जाली.",positive
"Constant power is being given to Kumbh by cutting from industries, offices, cities.","उद्देग , कार्यालयां , शारां हांचे पसून वीज तोडून कुंभाक अखंडीत वीज दिताले.",negative
Constantly increasing mental stress or workload can sometimes cause mental fatigue (neuroscientific) disease.,सेगीत वाडपी मानसीक ताण वा कामाचो पेझ कांय फावटीं मानसीक थकवो ( न्युरसथिनिया ) दुयेंस तयार करता.,negative
"Constipation is destroyed by daily drinking, there will be ooze on the face.","सद्दां पिल्यार मलावरोध बरो जावन, तोंडार तेज येता.",negative
Constipation will disappear after doing this for a few days and stop belching.,कांय दिसां मेरेन अशें केल्ल्यान मलावरोध पयस जातलो आनी आंबट धेंकर येवपाचे लेगीत बंद जातले.,negative
"Consuming desert before bed produces fluctuations in blood sugar level, which hurt sleep.","न्हिदचे पयलीं डेजर्टाचें सेवन रक्‍तांतलो साकरीचो थर उणो चड करता, जो न्हिदेचेर परिणाम करता.",negative
Consumption of the homeopathic drug Chamomilla-30 is useful in false pain before delivery.,होमियोपॅथीक वखद कॅमोमिला-30चें सेवन बाळंटेरा पयलीं नकली वेणांनी उपयोगी आसा.,negative
"Containing iron, arsenic and phosphorus, this fruit is very beneficial in body weakness.",लोह आर्सेनीक आनी फॉस्फरस भरपूर आशिल्लें हें फळ कुडीच्या दुबळेपणान खुबूच फायदेशीर थारता.,positive
Contaminated water and evaporated air have a bad effect on the digestive system.,दुशीत उदकान आनी वाफयुक्‍त वायेन पाचन प्रणालीचेर वायट प्रभाव पडटा.,negative
Costumes was the same time that population had worn in their daily lives.,जो समाज आपल्या दिसपट्टें जिणेंत घालतालो तोच भेस त्या वेळार आशिल्लो.,negative
Crispy news and sex this disease scandal began to spread like an epidemic.,मसालेदार खबर्‍यो आनी  सॅक्स स्कॅंडलाचो  हो रोग एका म्हामार्‍यां भशेन पसरपाक लागलो.,negative
"Cutting move plants to be closed and it flowers, fruits and seeds take.","कापणी बंद करतकच रोंपे वाडटले आनी तातूंत फुलां, फळां आनी बियां जातलीं.",negative
Dairy farmers are in trouble due to high costs and falling milk prices.,डेरी शेतकार चड खर्च आनी दुधाचें देंवपी मोलाक लागून त्रासांत आसा.,negative
Damage to the muscles Diabetes damages the nerves of the feet and hands.,स्नायूंचें लुकसाण : गोड्यामुताची पिडा पांयांच्या आनी हातांच्या स्नायूंक लुकसाण करता.,negative
Delayed and visible Tntrkari in singing in the middle rhythms and rapid rhythms.,विलंबीत आनी मध्य लयांत गायकी आनी द्रूत लयांत संगीतकारी दिश्टी पडटा.,negative
"Despite passing through the tragedy of division, he Josh lost his folk music.",विभाजन सारकी दुखेस्त घडणूक घडून लेगीत ताणीं आपल्या लोक संगिताचो जोश कमी जावंक दिवंक ना.,negative
"Digestion is affected by drinking water immediately after meals, indigestion, phlegm is formed.","जेवतकच रोखडेंच उदक पियेल्यार पचन प्रभावी जाता, अपचन जाता, कफ निर्माण जाता.",negative
"Digestive related problems are also common in obese children like indigestion, constitution etc.","मोट्या भुरग्यां मदीं पचना संबंदीं समस्या लेगीत खूब आसात जशें अपचन, मलावरोध, बी हांची कागाळ आसता.",negative
Disciple Ntthulal Mansingh had enough kudos but they Bully are not as popular.,नत्थूलालाचो शिश्य मानसिंह हाका जायतें येस मेळ्ळें पूण तो बुल्ली इतलो लोकप्रीय जालो ना.,negative
Discrimination against an infected person is unfair and a sign of our ignorance.,एचआयवी बादीत मनशां वांगडा वेगळेचार करप म्हणल्यार तांचेर अन्याय आनी तें आमच्या अडाणीपणाचें लक्षण.,negative
Disease are falling yellow Initially leaves Akrant plants and seems to be falling.,रोगान पिडीत रोंप्यांची पानां सुरवातीक हळदुवीं जातात आनी पडूंक लागतात.,negative
Do not allow water to accumulate in the broken pots on the roof.,पाख्याचेर दवरिल्ल्या तुटक्या फुटक्या आयदनांनी उदक सांठूंक दिवं नाकात.,negative
Do not forget to eat on time due to being angry or busy.,रागान वा व्यस्त आशिल्ल्यान वेळार जेवण जेवपाक विसरचें न्हय.,negative
"Do not watch TV in this break, do not play games on computer.",ह्या विसवांत टिवी पळोवची न्हय वा कम्प्युटराचेर गेम खेळची न्हय.,negative
Doing so relieves the problem of stuttering and lisp to a large extent.,अशें केल्ल्यान गागयें वचपाचे आनी चोंचरेवपाचे समस्येंत बर्‍याच प्रमाणांत मेकळीक मेळटा.,negative
Dress your baby in soft cotton clothes so that there is no allergy.,बाळकाक मोव सुती कपडे घालात जाका लागून ताका एलर्जी जावची ना.,negative
"Drink small amounts of nuts and sandwich meats, mayonnaise, margarine, butter and sauces.","बियो आनी सॅण्डवीच मास, मायोनेझ, मार्गारीन, बटर आनी सॉस हीं उण्या प्रमाणांत खावचीं.",negative
Due to caution accidents occur very rarely in the area of ​​Kunjum Pass.,सादूरकाय बाळगिल्यार कुंजूम दुर्‍यांत अपघात खूब कमी जातात.,negative
"Due to complicated, long-term traumatic labor, there is a risk of slips forming.","कुंप्लिकाद, चड काळ घुस्पून बाळंटेर जाले उपरांत भगंदर जावपाचो भंय आसता.",negative
"Due to enlargement of some fibers in the liver, the liver becomes hard.",फिग्दांत कांय तंतू वाडिल्ल्यान तें घट जाता.,negative
"Due to excessive stress, the digestive system will not cause dysfunction and disease.",चड नेट लावंक नाशिल्ल्यान पचनक्रियेचे खंयचेच यंत्रणेंत शिथीलताय आनी दुयेंस येवचें ना.,negative
"Due to iodine deficiency, the thyroid gland has a serious and bad effect.",आयोडिनाच्या उणावाक लागून कंठस्थ ग्रंथींचेर जायतो खर आनी वायट परिणाम जाता.,negative
"Due to its lack, teeth and worms etc. are applied in the teeth.",हाच्या उणावान दांत झरतात आनी कीड बी लागता.,negative
"Due to lack of thyroid the hair starts falling thin, weak and rough.","थायरॉयड उणें आसल्यार केंस पातळ, अशक्त आनी खरखरीत जावन गळूंक लागतात.",negative
Due to the low yield of sugarcane in Maharashtra Agriculture Minister feared it.,महाराष्ट्रांत उसाचें कमी उत्पन्न आयिल्ल्यान कृशी मंत्रीन हो दुबाव उक्तायला.,negative
Due to the severe effect has been some change in our country's culture.,ह्या भयानक प्रभावा खातीर आमचे देशाच्या संस्कृतींत कांय परिवर्तन जालां.,negative
Due to the significant expansion went introduced a range of low ground garden.,फावोश्या विस्तारी कारणाक लागून सकयली जमीन बागे खातीर एका श्रेणीची सुरवात केलीं.,negative
Due to this the child becomes a victim of dietary deficiency or malnutrition.,भुरगें हाका लागून आहाराच्या उणावाक वा कुपोशणाक बळी पडटा.,negative
"Due to this, even without any special problems, they start to get upset.",हाका लागून खंयचीय खाशेली समस्या नासतना लेगीत ते बेजार आसतात.,negative
"Due to this, every year several thousand children become victims of untimely blindness.",हाका लागून दर वर्सा खूब हजार भुरगे अवेळारच कुड्डेपणाक बळी पडटात.,negative
Due to which there is a possibility of interrupting the exchange of gases.,जाका लागून गॅसाच्या दिवपा घेवपांत बाधा येवपाची शक्यताय आसता.,negative
Due to which there is widespread shortage of many micronutrients in the land.,जाका लागून जमनींत अनेक सूक्ष्म पोशक तत्वांची व्यापक कमी जाल्या.,negative
"During the election phase, tourism was completely stalled for three to four months.",वेंचणुकां वेळार पर्यटन तीन ते चार म्हयने पुराय तरेन बंद आशिल्लें.,negative
"During the Rig Vedic period, a yajna was performed daily in the evening.",ऋग्वैदीक काळांत सद्दां सांजेचें यज्ञ करताले.,negative
"During the summer months, light woolen clothes are needed during the rainy season.",ग्रिश्म रुतूच्या म्हयन्यांनी पावसा वेळार राती कडेन इल्ल्या गरम कपड्यांची गरज पडटा.,negative
"During this time there is difficulty in speaking, trouble in thinking and amnesia.","ह्या वेळार उलोवपांत आडखळ, विचार करपांत त्रास आनी एमनेशियाची स्थिती जाता.",negative
"Duryodhana servants when forced wished them ejecting from there, the fight was sparked.","दुर्योधनाच्या नोकरान जेन्ना फोर्सान तांकां थंयच्यान धांवडांक सोदले, तेन्ना झगडीं सुरू जाली.",negative
"Ear drops, pus, pain and wounds are cured by inserting a couple drops.","एक दोन थेंब घाल्ल्यान कान व्हांवप, पूं येवप, दूख आनी घावे बरे जातात.",negative
"Earlier went permitted for 52 blocks, then 26 and went gave permission segments.","पयलीं ताच्या ५२ खंडां खातीर परवानगी दिली, मागीर २६ आनीक खंडां खातीर मंजुरी दिली.",negative
"Eating curd, banana, guava and sour fruits should be avoided in the ears.","कानाचे व्हांवणेंत धंय, केळें, पेर आनी आंबट फळां हांचें सेवन करप टाळूंक जाय.",negative
Eating mistake is the cause of at least ten of the nine men.,उण्यांत उण्या धांतल्या णव मनशांचे बारखुणेचें कारण म्हणल्यार अन्नांतली चूक.,negative
Eating nothing for a long time does not make one happy in studies.,चड वेळा मेरेन कांयच खायना जाल्यार अभ्यासांत मन लागना.,negative
Enough time to start the farce was dance over it from the east.,सवंग सुरू जावचे कांय वेळ पयली हाका नाचयताले.,negative
"Even after taking many remedies, it is difficult to get rid of pain.",जायते उपाय करून लेगीत दुखण्यांतल्यान सुटका जायना.,negative
"Even on such a day when it is cloudy, its rate remains low.",ज्या दिसा कुपां दाटिल्ली आसता अशा स्थितींत सुद्धा हाची किंमत देंविल्ली आसता.,negative
"Evening orgy it begins to dance pathos and ends in dire, dire juice.","संध्या तांडव हें नृत्य करूण रसान सुरवात जाता आनी रौद्र, भयानक रसान काबार जाता.",negative
"Every third child was born, the reason seems to be suffering from malnutrition.",जाका लागून जल्म घेवपी प्रत्येक तिसरो भरगो कुपोशणाचो बळी पडटा.,negative
Every year millions of people in Africa and Asia are affected by Chikungunya.,आफ्रिकेंत आनी आशियेंत दर वर्सा लाखांनी लोक चिकुनगुनियाच्या चपक्यांत येतात.,negative
"Everyone thinks of changing the world, but no one thinks of changing himself.","प्रत्येकटो जग बदलपाचो विचार करता, पूण कोणूच स्वताक बदलपाचो विचार करना.",negative
Experts did not even know that weather could be a reason for depression.,ह्या गजालींचो अंदाज विशेशज्ञांक लेगीत खबर आसना की अवसादाचें एक कारण मोसम लेगीत आसूं येता.,negative
Eyes should be splashed several times a day with sun charged green water.,सुर्यान तापिल्ल्या पाचव्या उदकान दिसांतल्यान कांय फावटीं दोळ्यांचेर उदक मारात.,negative
Falling estrogen levels after menopause increases the risk of heart disease in women.,रजोनिवृत्ती उपरांत एस्ट्रोजनाचो स्तर पडिल्ल्यान बायलांक काळजाचें दुयेंस जावपाचो घात वाडटा.,negative
Farce that fall into this category are the most important in our view.,ह्या वर्गान येवपी सवंगां आमच्या नजरेन खूब महत्वाची आसात.,negative
"Fears of pancreatic, urinary bladder, cervical and stomach cancer were strong among women.","बायलां भितर अग्न्याशय, युरिनरी ब्लॅडर, सरवायकल आनी पोटाच्या कॅन्साचो दुबाव प्रबळ आशिल्लो.",negative
"First of all, canteens selling junk food in children's schools should be banned.",सगल्यांत पयलीं भुरग्यांचे शाळेंत जंक फूड विकपी कॅण्टिनां बंदी हाडूंक जाय.,negative
"First of all, if someone has trouble sleeping, find the reason for that.",सगल्यांत पयलीं जर कोणाकूय न्हीद येनासपाचो त्रास आसत तर ताचें कारण सोदात.,negative
"For example fear of getting stuck in a crowd, bus, train, lift etc.","देखीक गर्दी, बस, ट्रेन, लिफ्ट, बी हातूंत घुसपाची भिरांत.",negative
"For example, sometimes one breast of women is removed due to breast cancer.",देखी खातीर केन्ना केन्ना स्तन कॅन्सराक लागून बायलांचें एक स्तन काडून उडयतात.,negative
"For liver weakness, extract the juice of fresh pomegranates and cook on fire.",फिग्दाच्या दुबळेपणा खातीर ताज्या डाळंबाबियांचो रोस काडून उज्याचेर खतखतावचो.,negative
"For this reason, outbreak of this problem is increasing in peach production areas.",ह्याच कारणाक लागून सप्ताळू उत्पादनाच्या क्षेत्रांनी ह्या समस्याचो प्रकोप वाडत आसा.,negative
"For this reason, there is no possibility of any scar on the stomach.",हाका लागून पोटार कसलेंच चिन्न बी उरपाचो दुबाव नासता.,negative
"For this, farmers taking loans should be trained on the use of debt.",हाच्या खातीर रीण घेवपी शेतकारांक रिणाच्या उपयोगा विशीं प्रशिक्षीत करपाक जाय.,negative
"Fresh beans are used to make rheumatic, arthritis and urinary tract pain medications.",ताज्या अळसांद्यांचो उपेग रुमेटीक आर्थरायटीस आनी मुत्रनळयेच्या त्रासांचें वखद तयार करूंक करता.,negative
From this Arthopakshepak element of dramatics in the farce has been some discussion.,सवंगांत नाट्यशास्त्राच्या ह्या अर्थोपक्षेपक तत्वां विशीं मातशीं चर्चा जाल्या.,negative
From this you can estimate yourself how much loss is caused by tea.,हाचे वयल्यान तुमी स्वता अदमास लावं येता की च्या कितली घातकी आसा.,negative
Gaide and his comrades started making routes by cutting ice from Ice X.,मार्गदर्शकान आनी ताच्या वांगड्यांनी बर्फ कापपाचे कुराडीन बर्फ कापीत वाट करपाक सुरवात केली.,negative
"Gandhiji wanted to change this terrible situation, so he established nature in Uruli.","गांधीजी हे भिरांकूळ स्थितीक बदलपाक सोदताले, देखून ताणें निसर्गोपचाराची स्थापणूक केली.",negative
"Generally, hair starts falling due to high fever, typhoid, syphilis, influenza and anemia.","सादारणपणान खूब जोर, दिसां जोर, गरमी, इन्फ्लुयॅन्झा आनी रगत उणें जावप, बी ह्या कारणांक लागून केंस गळूंक लागतात.",negative
"Generally, this disease causes more damage to the southern parts of the stem.",सामान्यपणान ह्या रोगाक लागून खोडाच्या सकयल्या भागांचे चड लुकसाण जाता.,negative
"Ginger juice is mixed with jaggery to cure cough, cold and sore throat.","खोकली, थंडी आनी ताळ्याची खाज पयस करपा खातीर गोडांत आल्याचो रोस घालून दितात.",negative
Ginger Pickle Wash soft gingerless ginger and peel it finely after cutting it.,आल्याचे लोणचें मोव रेशो नाशिल्लें आलें धुवचें आनी हाच्यो साली काडून बारीक कापचे.,negative
Glissadding should never be done on hard ice and ice in the morning.,घट बर्फाचेर आनी झेलाचेर सकाळच्या वेळार केन्नाच ग्लिस्लायडींग करचें न्हय.,negative
Gradually the leaves start falling from diseased branches and the branches dry up.,हळू हळू रोगग्रस्त खाद्याचीं पानां झडपाक लागतात आनी खाद्यो सुखतात.,negative
Gulf War were entered basic changes in the world of television and information.,खाडी युद्धान टेलिविजनाचे दुनियेंत आनी सुचनेच्या क्षेत्रांत बुन्यादी परिवर्तन केल्ले.,negative
Half cc Pain is a rapidly growing painful disease of the present times.,अर्दशिंशेलाची दूख आतांच्या काळांतलें वेगान वाडपी एक दूख दिवपी दुयेंस.,negative
Having a menstrual period at an early age increases the risk of fibroid.,उणें पिरायेचेर म्हयन्याचें जाल्ल्यान फायब्रायडाचो धोको वाडटा.,negative
He asked Arjun for water to drink at the place of Ban Ganga.,बाणगंगा सुवातेरूच तांणी अर्जूना कडल्यान पियेवपा खातीर उदक मागिल्लें.,negative
He does not trust easily press release and must observe test his side.,ताणे सहसा प्रेसाचे जायरातींचेर विश्वास दवरचो न्हय तशेंच आपले वतीन ताचे निरिक्षण परिक्षण मुजरत करचें.,negative
He immediately contacted the laser expert and got rid of unwanted hair forever.,ताणें रोखडोच लेझर एक्सपर्टा कडेन संपर्क केलो आनी ताका आशिल्ल्या केंसां पसून सदां खातीर मेकळीक मेळ्ळी.,negative
He killed two of Maharaj's messengers and warned them to suffer the consequences.,ताणें म्हाराजाच्या दोन संदेशवाहकांक मारून उडयले आनी तांकां लेगीत दुश्परिणाम भोगपाची शिटकावणी दिली.,negative
He worked hard to cultivate body followed by his family began to nutrition.,आतां तो कश्ट करून शेती करून आपल्या कुटुंबाचें पालन पोशण करपाक लागलो.,negative
Heart attack occurs due to low blood pressure or no blood at all.,काळजाच्या मासपेशींक उणें रगत पावपाक वा मातूय रगत पावनासपाच्या कारणान काळजाचो आताक येता.,negative
Heart failure due to 'uncontrolled diabetesand high blood pressure is 100 percent possible.,ताबो नाशिल्लें गोडेंमूत आनी उच्च रक्तदाब हांकां लागून काळजाचीं दुयेंसां जावपाची शें प्रतिशें शक्यताय आसता.,negative
Helicobacter pylori bacteria produce substances that weaken the mucus that protects the abdomen.,हेलिकोबॅक्टर पायलोरी बॅक्टेरिया असले पदार्थ तयार करता जे पोटाची राखण करपी म्युकसाक अशक्त करतात.,negative
"Hema Pant, a dermatologist, says that the problem of 'dermatitisis common these days.",कातीच्या दुयेंसाची विशेशेज्ञ दोतोर हेमा पंताचें म्हणणें आसा की  डर्मेटायटिसाची  समस्या ह्या दिसांनी सरसामान्य आसा.,negative
Hepatitis or liver (worm) disease is more dangerous for young people than children.,फिग्दाची सूज वा फिग्दाचो घाव ( ? )दुयेंस भुरग्यां परस तरणाट्यां खातीर चड भिरांकूळ आसा.,negative
Hepatitis-B makes more people die every day than AIDS during the entire year.,हॅपटायटीस-बीक लागून पुराय वर्सभरांत दर दिसा एड्साचे तुळेन चड लोक मरणाक बळी पडटात.,negative
Here Shri Krishna was sitting in a sad posture under a peepal tree.,हांगा एका पिपळाच्या रुखा सकयल श्रीकृष्ण दुखेस्त मुद्रेंत बशिल्ले.,negative
High blood pressure can cause problems such as kidney disease and kidney failure.,उच्च रक्तदाबान मुत्रपिंडाचें दुयेंस आनी मुत्रपिंड बंद पडपा सारकिल्यो समस्या जावं येतात.,negative
"High blood pressure patients must consume raw onion, as it lowers blood pressure.",उच्च रक्त दाबाच्या वायटकारांक हरवो कांदो मुजरत खावचो कारण हो रक्त दाब उणो करता.,negative
"High fever, rapid breathing, rash on the body, etc. are symptoms of septicemia.","खूब जोर येवप, स्वास नेटान चलप, कुडीचेर पुळयो येवप, बी सॅप्टिसिमियाचीं लक्षणां.",negative
His songs such seriousness is evident that this is related to their lives.,ताचे गितांनी गंभीरताय अशें तरेन झळकता जशें कांय हे ताचे जिणे कडेन जुळिल्ले आसा.,negative
HIV in hospitals Separating or not treating people living with is a crime.,दवाखान्यांत एचआयवी जाल्ल्या लोकांक वेगळे करप वा उपचार करिनासप हो गुन्यांव.,negative
"Hot water therapy relieves muscle pain, swelling from any problems related to arthritis.","आर्थरायटसा कडेन संबंदीत खंयचेय समस्येक गरम उदकाचो उपचार स्नायूपेशींची दूख, सूज हांचे पसून सुसेग मेळटा.",negative
How should one wash the clothes and utensils of a swine flu patient?,स्वायन फ्लूच्या दुयेंतीचे कपडे आनी आयदनां कशीं धुवपाक जाय ?,negative
"However, during delivery, the woman is not able to force the lower part.",हरशीं बाळंटेरा वेळार बायल सकयल्या भागाचेर नेट लावंक पावना.,negative
"However, many diseases can occur due to lack of two or three colors.",हरशीं दोन दोन वा तीन तीन रंगांच्या उणावान जायतीं दुयेंसां तयार जावं येतात.,negative
I have been a Struggling model so not much chance to go out.,हांव एक कश्ट करपी मॉडेल जाल्ल्यान भायर वचपाची चड संद मेळूंक ना.,negative
"If a chest injury or rib fracture is suspected, contact a thoracic surgeon.",हड्ड्यांत दुखापत वा बरयांचे मोडणेचो दुबाव आयिल्ल्यान थॉरॅसीक सर्जनाक संपर्क करात.,negative
"If a patient is suffering from jaundice, the risk of liver cancer increases.",कामीण जाल्ल्या मनशाक फिग्दाचो कॅन्सर जावपाची शक्यताय चड आसता.,negative
"If he has any problem in his eyes, then he can be corrected.",हाका लागून जर ताच्या दोळ्यांक कितेंय त्रास जालो जाल्यार ताका बरें करूं येता.,negative
If I see you getting bored then why do I also get bored?,जर हांव तुमकां जांबयो काडटना पळयत तर म्हाकाय बी जांबयो कित्याक येतात ?,negative
"If IQ is between 20 and 35, then man is considered very retarded.",जर आयक्यू २० ते ३५  मदीं आसा तर मनशाक चड मंदबुद्दीचो मानतात.,negative
"If it is properly cultivated, three cuts can be taken in its year.",जर हाची रितीन शेती करत जाल्यार हाची वर्सांत तीन कांपणी घेवंक शकतात.,negative
"If not properly taken care of, it turns into red to blue marks.",जर योग्य लक्ष दिलेंना तर हीं तांबड्याचीं निळीं जातात.,negative
"If patents on minor inventions will be banned, Indian companies will fall behind.",जर सादारण आविश्कारांक पेटेंट करपाचेर बंदी हाडली जाल्यार भारतीय कंपन्यो फाटीं उरतल्यो.,negative
"If pregnant women are in danger, they should be given FRU To refer",गुरवार आवयांक भंय आसत जाल्यार तांणी एफ.आर.यू. रिफर करचो.,negative
"If the disease has occurred due to intoxication, then it should be discarded.",जर नशेक लागून दुयेंस जालां तर ती सोडूंक जाय.,negative
"If the flail chest is not treated immediately, then the death is certain.",जर  फ्लेल चेस्ट  चेर रोखडोच योग्य उपचार केलोना तर मरण निश्‍चीत आसा.,negative
If the kidneys decrease function then there is a loss in reproductive function.,जर मुत्रपींड उणें काम करता जाल्यार प्रजनन कार्यांत लुकसाण जाता.,negative
"If the language is not acceptable, then the program will not generate interest.",जर भास ज्ञेय ना तेन्ना कार्यक्रमांत आवड निर्माण जावची ना.,negative
"If the person is not able to sleep, he can also go mad.",जर व्यक्तीक न्हीद येना तर ती पिश्यार लेगीत पडूं येता.,negative
"If the skin becomes numb, keep it in lukewarm water for some time.",कात मुयेवपाचे स्थितींत थोड्या वेळा खातीर दुगदुगीत उदकांत घालात.,negative
If there is any type of problem then it can be dealt with.,जर कसलेय तरेची समस्या आसत जाल्यार तिचे पसून मेकळीक मेळूं येता.,negative
"If there is chest pain, do not delay in going to the hospital.",जर हड्ड्यांत दुखता जाल्यार ओश्पितालांत वचपाक वेळ करचो न्हय.,negative
If these people are in crisis then the social fabric will be shattered.,जर हे लोक संकटांत आसत जाल्यार सामाजीक धागो तुटतलो.,negative
If they're telling the view that wet both your grievances have gone away.,दोनांय भितरली झगडी सोंपली अशें ह्या देखाव्यांत दिसता.,negative
"If this condition persists for a long time, the kidneys may stop functioning.",जर चड वेळा मेरेन ही स्थिती आसत जाल्यार मुत्रपिंडांच्यान काम करपाचें बंद करूं येता.,negative
"If this disease is not taken care of properly, the kidneys become useless.",जर हे स्थितींत ह्या दुयेंसा कडेन बरे तरेन लक्ष दिलेंना जाल्यार मुत्रपिंडां पेड्डेर जातात.,negative
"If this island is called Honolulu of Asia, there will be no exaggeration.",जर ह्या जुंव्याक एशियेचें होनोलुलू म्हणल्यार अतिताय जावची ना.,negative
"If we use pomegranate among the fruits, many diseases disappear on their own.","फळां भितर जर आमी डाळिंबाचो प्रयोग केल्यार, खूब दुयेंसा आपल्या आपूण पयस जातली.",negative
"If you are a little careful, breast cancer can be treated in time.",मातशे सादूर रावत जाल्यार थोड्या वेळा भितर स्तनाच्या कॅन्सराचेर उपाय जावं येता.,negative
"If you are stressed, go for a bath or watch a light movie.",ताणान पिडिल्ले आसत जाल्यार न्हावपाक वचात वा खंयचेय हलकें फिल्म पळयात.,negative
"If you are suffering from diseases like fatigue, then introspect your entire lifestyle.",जर तुमी थकव्या सारकिल्या दुयेंसा पसून पिडेस्त आसात तर तुमचे पुराय जिणे शैलीचें आत्मनिरिक्षण करात.,negative
