English,konkani,Sentiment
Itching and itching are very bad due to blood problems.,रक्ताच्या इबाडाक लागून खाज खोरूज खूब जाता.,Negative
Dwarf varieties of lotus can be grown in small pots.,कमळाची बौनी जातींक एका ल्हान वाजांत रुजयतात.,Negative
Rainy is the potential majority of outbreaks of infectious diseases.,पावसांत संसर्गीक रोंगांची पसरपाची चड शक्यताय आसता.,Neutral
"Every year, the registration of about three-four thousand journals.",दर वर्सा सुमार तीन चार हजार पत्र पत्रिकांची नोंदणी जाता.,Neutral
It is also an important requirement for successful democracy.,फळादीक लोकशायेची ही महती गरज लेगीत आसा.,Positive
Architect so the clown and is negotiating behind the servant.,"इतलें जाल्या उपरांत सुत्रधार, विदुशक आनी सुत्रधाराच्या सेवक हांच्या मदीं भासाभास जाता.",Negative
"Apart from this, better facilities are also available for research.",हाच्या खेरीज रिसर्चा खातिरूय बर्‍यो सुविधा उपलब्ध आसात.,Positive
Beer and wine are considered as common things here.,बियर आनी वायन हांगा सामान्य वस्तू भशेन मानतात.,Negative
There are many historical and scenic parks in Delhi.,दिल्लींत जायतीं इतिहासीक आनी पळोवपा सारकीं उद्यानां आसात.,Positive
People who raise these are found on rent.,हांकां उबारपी लोक भाड्यान मेळटात.,Neutral
The portion behind the navel rests on the ground.,बोंबलेचे फाटलो भाग भुंयेर तेंकिल्लो आसचो.,Negative
Wagha borderis located on the Bharatpak border near Amritsar.,अमृतसरा लागीं आशिल्ले भारत पाक शिमेर  वाघा बॉर्डर  आसा.,Neutral
Because usually it cannot bear the condition of submergence.,कित्याक तर सामान्यपणान ही उदकांत बुडटेच्या दशेक सोंसूक शकना.,Negative
One two teaspoons of oil should be used in food.,जेवणांत एक दोन कुलेरां तेलाचो वापर मुजरत करचो.,Neutral
Almost all scholars that are not Arthopakshepak in farce.,चडशे सगळे विद्वान अशें म्टणटात की सवंगांत अर्थोपक्षेपक नासता.,Negative
Bisleshnprdhan news nowadays nature of such reports is increasing.,विश्‍लेशणप्रधान समाचारआयज काल ह्या तरेच्या समाचारांची प्रवृत्ती वाडत आसा.,Neutral
Special events are organized for children and senior citizens.,भुरग्यां खातीर आनी वरिश्ठ नागरिकां खातीर खास आयोजन आसता.,Positive
Today I am using this Reiki successfully for others.,आयज हांव ही रेकी दुसर्‍यां खातीर सफळटायेन प्रयोग करतां.,Positive
Lack of supporting domestic industry occupations in villages.,गांवांनी सहाय्य करपी घरगुती उद्योग धंद्याचो उणाव आसा.,Neutral
Often buffoon not want to act in today's night.,हालीं चडशीं सवंगा रातचे सवंग करीनात.,Neutral
Do not scrape the teeth with a pin or needle.,दांत टांचणेन वा सुयेन पोखरूं नाकात.,Neutral
"Eat food that has less fat and more fiber.
",उणी चरबी आनी चड फायबर आशिल्लें जेवण जेवचें.,Neutral
Migraine usually occurs at the age of 25 55 years.,अर्दशिंशेल चड करून २५ ५५ वर्साच्या पिरायेचेर जाता.,Negative
The havelis of the region are famous for graffiti.,ह्या वाठाराचे वाडे वणटीचित्रां खातीर फामाद आसात.,Positive
"Similarly, a woman holds the desire to face difficult situations.",ह्याच तरेन बायले मदींय कठीण परिस्थितींचो सामनो करपाचो आवेग आसता.,Negative
The child also learns to do useful work.,भुरगें उपेगी कामां करपाक लेगीत शिकता.,Positive
Set it in the news structure for the first lead.,समाचार संरचनेंत हाची थारायल्ली सुवात लिडा परस पयली जाता.,Positive
"The older the plant, the higher the price.",रोंपो जितलो पोरणो आसतलो किंमत तितलींच चड आसतली.,Positive
It is not clear that large illiteracy cause of poverty.,हें स्पश्ट मत आसा की गरिबीचें व्हड कारण म्हळ्यार अशिक्षीतपण.,Neutral
Said Ghanshyam Vswani Mumbai too crazy people with their singing.,मुंबयचो घनश्याम वसवानी हाणेंय आपल्या गायनांतल्यान लोकांक पिशें केलें.,Negative
Goans know how to enjoy life like a tourist.,गोंयकार पर्यटकां वरीच जिणेची पुराय मजा घेवपाक सोदतात.,Positive
Panipula gives the mustache which is used for making charpoy.,जी खाट करपाक वापरतात.,Neutral
While demand has spawned a number of innovations.,वेळाचे मागणेन जायते अविश्कारांक जल्म दिलो.,Neutral
Most of the R in India Tabacum species is cultivated.,भारतांत चडसो नि. टबॅकम स्पीसीजाची शेती जाता.,Positive
Cold was divided into two groups to world war.,शीतयुद्धान दुनियेक दोन गटांनी वांटिल्ले.,Negative
"In all these, eggplant is affected very quickly by frost.",ह्या सगळ्यां मदीं वांयगें पाला पसून खूब बेगीन प्रभावीत जाता.,Positive
Many weeds have overrun come with coriander crop.,कोथमिरेच्या पिके बरोबर खुबशीं नडणी वयर सरता.,Positive
It will be 35 miles from our Indian border.,हो आमचे भारतीय शिमे पसून 35 मैल पयस आसा.,Neutral
But skins and bone smugglers continue to hunt them secretly.,पूण चामड्याचे आनी हाडांचे तस्कर चोरयां सतत तांचो कास करीत आसतात.,Negative
Most movements of India has been ground in the background.,भारताच्या अधिकांश चळवळीच्या पृश्ठभुमींत जमीन उरल्या.,Positive
Hope and beads on the honor Chopra has expressed happiness.,आशा आनी चोपडाक सन्मान दिल्या बद्दल मालान खोस उक्तायल्या.,Positive
Respiratory diseases are also more frequent during the rainy season.,पावसाळ्यांतूच स्वासा संबंदीचीं दुयेंसां लेगीत चड जातात.,Positive
"Earlier, the blind were very afraid of accounting or mathematics.",पयलीं कुड्डे हिशोब वा गणीत हांचे पसून खूब भियेताले.,Negative
Editor in the newspaper's success and viability is paramount location.,खबरापत्राची सफळटाय तशेंच उपयोगितांत संपादकाचें स्थान सर्वोपरी आसता.,Positive
You can drink it in place of plain water.,हें साद्या उदकाचे सुवातेर पियेवं येता.,Negative
Even today the locals worship the Sheetla Mata in Agamkuan.,आज लेगीत थळावे लोक अगमकुव्यांत शितला देवीची पुजा अर्च्या करतात.,Neutral
A country is chosen to celebrate World Tourism Day globally.,संवसारीक पांवड्यार संवसारीक पर्यटन दीस मनोवपा खातीर एका देशाची निवड करतात.,Neutral
Kuldevi is also worshiped and sacrifices are also offered.,कुळदेवीची पुजा लेगीत करतात आनी खेत्र लेगीत करतात.,Neutral
"Like the Ganges, Yamuna is also a slaughterhouse of devotees.",गंगे भशेन यमुना लेगीत भक्‍तांची कंठहार जाल्या.,Neutral
Especially in the morning when it is very slippery here.,खास रुपान सकाळच्या वेळार जेन्ना हांगा खूब निसरट जाता.,Neutral
Rare Buddhist manuscripts are preserved in the Nava-Nalanda Mahavihara.,नव नालंदा महाविहारांत दुर्मीळ बौद्ध हातबरपां सुरक्षीत आसात.,Positive
"In these, the face appears to be patchy or vulgar.",हातूंत मुखामळ खतावल्लें वा कुरूप दिसूंक लागता.,Negative
Red wine is especially dangerous for breast cancer.,तांबडी वायन खास करून स्तन कॅन्सरा खातीर घातकी.,Negative
Laser can also be extracted by submucus fibroids.,लेजरानय सबम्यूकस फायब्रॉयड काडूं येता.,Neutral
Sarsam Dambi Raktaj or Pitaj is of two varieties.,मेनीजीचें इंफेसांव दम्बी रक्तातल्यान जावपी आनी पित्तातल्यान जावपी अश्या दोन तरांचें आसता.,Neutral
You will get very close to this island.,ह्या जुंव्याचे सामके लागीं तुमी देंवतले.,Neutral
Do not release water even when there is no thirst.,तान लागना जाल्यार लेगीत उदक सोडूं नाकात.,Neutral
Pisa is the birthplace of the great scientist 'Galileo'.,पिसा म्हान विज्ञानीक  गॅलिलियोची  जल्मभूंय आसा.,Positive
Skin cancer often manifests as a small tumor.,कातीचो कॅन्सर सदांच एक ल्हान गांठीच्या रुपान जाता.,Negative
Now this museum has been divided into two parts.,आतां हें संग्रहालय दोन भागांनी वांटलां.,Neutral
Now some tin sheds have been made in Maungar.,मौंगरांत आतां कांय लाताचीं पाखीं तयार केल्यात.,Neutral
Make the child breakfast from 7.30 am to 8 am.,भुरग्याक सकाळीं ७.३० ते आठ हाचे भितर च्या दियात.,Neutral
"More active during sports, jogging, tennis and skiing.","खेळ, जॉगींग, टॅनीस वा स्किईंग करतना चड सक्रीयताय बाळगुची.",Neutral
Avoid tokka-taki for small things which can reduce stress.,ल्हान ल्हान गजालीं खातीर आडखळी पसून पयस रावात जाका लागून ताण उणो जातलो.,Negative
Vitamin 'Cis found in plenty in its fruit.,ह्या फळांत विटामीन  सी  खूब प्रमाणांत मेळटा.,Neutral
This temple is a symbol of communal harmony.,हें देवूळ सांप्रदायीक सद्भावनेचें प्रतीक.,Neutral
Drink mint extract in cold water after the nose comes.,आम्लपित्त जाल्यार थंड उदकांत वट्टेलांवाचो अर्क घालून पिवयात.,Negative
Non and fire dances are the main attraction.,गैर आनी अग्नीनृत्य मुखेल आकर्शणां आसतात.,Neutral
Mumbai is the gateway and commercial city of India.,मुंबय भारताचो दरवटो आनी वेपाराचें नगर.,Neutral
"Therefore, excessive constipation can cause obstruction of urine.",देखून खूबच मलावरोध जातकच मुतांत आडखळ येवं येता.,Negative
The hill is famous after the goddess Tarachandi.,ही दोंगुल्ली ताराचंडी देवीच्या नांवान फामाद आसा.,Positive
Walnuts are the largest producer in the US.,अमेरिकेंत अक्रोडाचो सगल्यांत चड उत्पादन जाता.,Neutral
Healer treats a sick person with the energy of hands.,हिलर आपल्या हाताचे उबेन दुयेंतीचेर उपचार करता.,Negative
Pap usually occurs after the age of 15 in girls.,सादारणपणान पॅप चलयांक 15 वर्सां जाले उपरांत जावंक लागता.,Negative
Holi festival is celebrated with great pomp in Sujanpur.,सुजानपुराक होळीचो उत्सव व्हडा दबाज्यान मनयतात.,Positive
There is a very small amount of rainfall here.,हांगा पावस खूब उण्या प्रमाणांत पडटा.,Negative
Did get a bit of country to win the money.,जैताचे रक्कमेचो थोडो भाग राष्ट्राक मेळटालो.,Positive
"Sonography, through the stomach and vagina (transabdominal and transvaginal).",सोनोग्राफी पोटांतल्यान वा योनीमार्गांतल्यान ( ट्रांसएब्डॉमिनल आनी ट्रांसवॅजायनल. ),Neutral
Farming is called irrigation delivering water by artificial means.,शेतांत कुत्रीम साधना वरवीं उदक पावयतात ताका शिंपणी म्हणटात.,Negative
Marriage with foreigners is now common in Khujraho.,विदेशीं कडेन लग्न म्हणल्यार खजुराहोक आतां सादारण गजाल जाल्या.,Negative
"Raw food like ghee, cucumber, cucumber etc. is beneficial.","कोंकणदुदी, तवशें, काकडी, बी हांचो कच्चें अन्न फायद्याचें आसता.",Negative
"Taking my condition seriously, both of them stayed there.",म्हजी परिस्थिती गंभीरतायेन घेवन ते दोगूय थंयच रावले.,Negative
The natural splendor of this region is infinite.,ह्या वाठाराचें सैमीक वैभव अशिमीत.,Neutral
Most trekkers want to record their trip in a film.,चडशे ट्रॅकर आपली भोंवडी फिल्मांत रॅकॉर्ड करूंक सोदतात.,Positive
Dwarahat has unmatched specimens of the then architecture and sculpture.,द्वारहाटांत त्या काळांतले स्थापत्य आनी मुर्तीकलेचे विलक्षण नमुने आसात.,Neutral
"If additional motivation is needed, join a walking group.",जर आलायते प्रेरणेची गरज आसा तर खंयच्याय चलपी गटांत वांटेकार जायात.,Neutral
Adopt the pace of nature her secret is patience.,सैमाचो वेग स्विकारात धैर्य हेंच ताचें गुपीत.,Negative
"Everyone's eyes were moist, success was not yet realized.","सगल्यांचे दोळे वले आशिल्ले , अजून यश पयस आशिल्लें.",Positive
There are some small ridges located around Nandakot.,नंदाकोटाचे आशिकुशीक आशिल्ल्यो कांय ल्हान दोंगराच्यो तेंगश्यो.,Negative
They were desperate for some sort of Nepal.,तो कशेय भशेन नेपाळाक वचपा खातीर आशेतालो.,Negative
Use of 'Kotrimoxazalfor the treatment of pneumonia in children.,भुरग्यां भितर निमोनियाचेर उपचाराच्या हेतान  कोट्रायमोक्साजालचो  उपेग करप.,Neutral
Two 20-seat ships carried 147 passengers in one round.,20 सिटांची दोन विमानां एक भोंवडो मारून 147 यात्रींक घेवन गेलीं.,Neutral
Tetanus germs enter the body through normal cutting.,हे जंतू शरिराक जावपी साद्या घाव्यांतल्यान भितर सरतात.,Negative
There are many wild asses in this region.,ह्या वाठारांत रानटी गाढवां खूब आसात.,Positive
Potash (2) is found in 9 1 percent of it.,हातूंत ९ १० प्रतिशें मेरेन पोटाश ( 2 ) आसता.,Neutral
Seeing stage small child 11-12 years people welcomed by applause.,११ १२ वर्साच्या ल्हान भुरग्याक माचयेर पळोवन लोकांनी ताळयांनी येवकार दिलो.,Negative
Number of historical Swangon in farce literature is no more.,इतिहासीक स्वांगांची संख्या स्वांग साहित्यांत चड ना.,Negative
"Other her sexy, hot mum is propagated saying.","दुसरे ताका सॅक्सी, हॉट आवय म्हणून प्रचारीत करता.",Positive
Eating raw apple fruit is also beneficial in diarrhea.,अतिसार दुयेंसांतूय हरवें आपोल खाल्ल्यान लाब मेळटा.,Negative
It is dangerous to not treat rib fractures properly.,बरयांचे मोडणेचेर योग्य उपचार करिनासप घातकी.,Negative
Pancratnm work remains beautiful combination of five ragas.,पंचरत्न कृतींत पाच रागांचो सुंदर मेळ आसता.,Positive
The head starts to turn here and there.,तकली हांगा थंय घुंवूंक लागता.,Neutral
This oil also provides cooling to the brain.,ह्या तेलान मेंदवाक लेगीत थंडसाण मेळटा.,Neutral
"By this, at least mosquitoes will bite in the body.",जाका लागून कुडीक उण्यांत उणीं जळारां चाबतलीं.,Negative
It has its own special feature in the fragrance world.,सुवास संवसारांत हें आपलें वेगळें खाशेलपण दवरता.,Positive
Basmati rice is usually kept in long and thin category.,बासमती तांदूळ चडशे लांब तशेंच बारीक श्रेणीत दवरतात.,Negative
Sometimes the cancer manifests as a small wound.,केन्ना केन्ना कॅन्सर एक ल्हान घाव्याच्या रुपान जाता,Negative
Such was the broadcast of five movies a week.,अशे तरेन आठवड्यांत पांच सिनेमांचे प्रसारण सुरू केले.,Neutral
About 125 fairs are held every year in Madhya Pradesh.,मध्य प्रदेशांत दर वर्सा सुमार १२५ जात्रा भरतात.,Neutral
"From 1850, skiing began to emerge as a competitive sport.",1850 सावन स्कियिंग एका सर्तक खेळाच्या रुपांत वयर सरपाक लागलो.,Neutral
The smoke produced from sugar-mixed tobacco produces acid (acid).,साकर भरशिल्ल्या तंबाकू पसून येवपी धुंवर आम्लाचो आसता.,Neutral
Fake teeth may have to be installed in future.,भविश्यांत बनावट दांत लावचे पडूं येतात.,Negative
This industry also contributes one percent to GDP.,जिडिपींत लेगीत हो उद्योग एक प्रतिशें योगदान दिता.,Neutral
These games were prevalent in different different provinces.,हे खेळ वेगळ्यावेगळ्या प्रांतानी चलणूकेंत आशिल्ले.,Neutral
In 1683 the museum was opened to the common citizens.,1683त हें संग्रहालय सामान्य लोकां नागरिकां खातीर उकतें केलें.,Negative
The patient should be given diuretics (excess urine expelling),दुयेंतीक चड मूत भायर सरपी वखदां दिवपाक जाय.,Neutral
"When cold, add 4 kg sugar to it.",थंड जातकच तातूंत 4 कील साकर घालात.,Negative
With the wrong size or cutting of new shoes.,चुकीच्या मापाचें वा नवें जोतें लागिल्ल्यान.,Negative
"If the patient feels very weak, then give this medicine.",दुयेंतीक खुबूच अशक्तताय जाणवत जाल्यार हें वखद दियात.,Negative
Finally this exercise should be done with both feet simultaneously.,निमाणे कडेन दोनांय पांयांनी वांगडाच हो अभ्यास करपाक जाय.,Neutral
Complications arise if sexually transmitted diseases are not treated appropriately.,जर संसर्गजन्य योनी पिडांचेर योग्य उपाय जालोना तर तातूंत आडमेळीं येतात.,Positive
"Most foods contain carbohydrates, which the body converts to sugar.",चडश्या जिनसांक कार्बोहायड्रेट्स आसतात.,Positive
This time is usually from June to September.,हो वेळ चडसो जून ते सप्टेंबर मेरेन आसता.,Negative
And Almsti Philosophy of life interpretation contained in Ianke poetry.,आनी अलमस्ती बरोबर जिणेंतली दार्शनीक व्याख्या ताचे काव्यांत समाविश्ट आसा.,Neutral
"Oranges are rich in vitamin C, potassium and iron.","संत्रांत जिवनसत्व-सी, पोटेशियम आनी आयरन खूब प्रमाणांत मेळटा.",Positive
The contagious virus is usually the cause of cold.,सादारणपणान बारखूण तयार करपी संसर्गीक जिवाणूच मुखेल कारण.,Negative
The beautiful presentation of the ads even increased attraction.,जायरातींच्या सुंदर प्रस्तुतीकरणा खातीरूय आकर्शणांत वाड जाल्या.,Positive
A low pulse rate means that the person is sick.,नाडयेची फडफड उणी जावप म्हणल्यार व्यक्‍ती दुयेंत जावप.,Negative
"Massage your baby several times, from top to bottom.",बाळकाची वयल्यान सकयल आनी सकयल्यान वयर मालीश करात.,Positive
Get at least seven to nine hours of sleep.,उण्यांत उणी सात ते णव वरांची न्हीद घेवची.,Negative
The method of external pranayama is harmless pranayama.,बाह्यवृत्ती प्राणायाम प्रकार लुकसाण करिनासपी प्राणायाम.,Neutral
Those who cannot take birth control pills continuously.,ज्यो गर्भनिरोधक गुळयो सेगीत घेवंक शकनात.,Neutral
Probably that is why this village was also named Devalatand.,घडये हेच खातीर हे गांवचें नांवूय देवलटांड पडलें.,Neutral
The main part of the information or programs.,मुखेल भाग सुचना वा कार्यक्रम आसा.,Neutral
Patients with sciatica and slip disc should not practice it.,सायटिका वा स्लीप डिस्काच्या पिडेस्तान हाचो प्रयोग करचो न्हय.,Neutral
Above the lower Dachigam is a great Mahadev peak.,सकयले दाचिगामा वयर एक म्हान महादेवाची तेंगशी आसा.,Positive
This disease is usually found in the lungs.,हो रोग चडसो फुफुसांनी जाता.,Negative
This pest attack occurs more in April June.,ह्या किटांचें आक्रमण एप्रील जून ह्या म्हयन्यांनी चड जाता.,Positive
"According to doctors, vitamin C is a very miraculous drug.",दोतोरांच्या मता प्रमाणें सी जिवनसत्व एक चमत्कारीक वखद.,Neutral
The Bhagirathi flows continuously in front of the temple.,देवळा मुखार भागिरथी सेगीत व्हांवत आसता.,Neutral
Keep the diseased child away from the damp.,पिडेस्त भुरग्याक वलसाणी पसून पयस दवरात.,Negative
Malaria also causes vomiting in addition to cold.,मलेरिया जाली जाल्यार शीं खावपा वांगडा ओंकारो येता.,Negative
Heart muscle failure can be cured like other diseases.,काळजाच्या मासपेशींनी आयिल्लो इबाड लेगीत हेर दुयेंसां वरवीं सारको जावं येता.,Negative
Salt is reduced in the body by taking ordinary water.,सादें उदक पियेल्ल्यान कुडींत मीठ उणें जाता.,Negative
Treatment of cataract is possible only by surgery.,मोतीबिंदूचो उपचार फकत शल्यचिकित्शेन शक्य आसा.,Neutral
We have gone from unconscious to conscious state.,आमी अचेतना कडल्यान चेतन अवस्थेंत आयल्यात.,Neutral
Majhi was saying that there was good sandal in Kashi.,"माझीचें हें चंदन पळोवन कळटा , काशीक केन्नातरी बरें चंदन मेळटालें.",Positive
Dharmendra Mina third selfish guy coming in Mademoiselle life.,धर्मेंद्र हो मीना कुमारीच्या जिणेंत येवपी तिसरो स्वार्थी दादलो आशिल्लो.,Negative
His film Kalbela Pauli made its mark in the industry.,आपल्या  कालबेला  सिनेमा पसून पाउलीन इंडस्ट्रींत आपले नांव कमयले.,Neutral
"Gradually, even after being lonely, it came back expensive.",हळू हळू एकटो रावप लेगीत म्हारग जाल्ल्यान परत येवचें पडलें.,Neutral
"Due to all these reasons, hands and feet feel numb.",ह्या सगल्या कारणांनी हातपांय मुयेतात.,Negative
There is a wooden bridge over the river.,थंय न्हंयेचेर लांकडाचो पूल आसा.,Neutral
"In undercurrent disease, the fluid is collected in either egg.",अंडग्रंथींत दुयेंसांत द्रव वा अंडवेश्टहातूंत एकठांय जाता.,Neutral
The fair venue is easily accessible by car etc.,मेळ्याचे सुवातेर मोटार बी घेवन सुसेगादीन पावूं येता.,Positive
The 'Harwarplace is popular for excavation and fishing.,हरवार  सुवात खणकाम आनी नुस्तें धरपा खातीर लोकप्रीय आसा.,Positive
Today Rs 3 crore in the Ayurveda market.,संवसारांत आयज ३००००० कोटी रुपयाचो आयुर्वेद बाजार आसा.,Neutral
This process can be painful and usually requires anesthesia.,"ही प्रक्रिया भयानक जावं येता, आनी सादारणपणान हाचे खातीर एनेस्थेसियाची गरज पडटा.",Negative
Barley is grown as a rabi crop in our country.,आमच्या देशांत ज्वारीक रबी पिकाच्या रुपांत पिकयतात.,Neutral
The person suffering from depression writes very little.,थरथर्‍यान पिडेस्त व्यक्‍ती खूब बारीक बरयता.,Negative
Green leafy vegetables should be eaten at this time.,ह्या वेळार पाचव्या पानांच्यो भाजयो खावच्यो.,Neutral
Wash hands with soap and keep nails small.,हात उदकान धुवचें आनी नाखटां ल्हान दवरचीं.,Negative
War Meghnad area was killed Sadmber Maya Sita.,रणभुयेंत मेघनादान साडम्बर माया सीतेचो वध केल्लो.,Neutral
Doctor should be consulted in case of such allergic reactions.,असली एलर्जी दिश्टी पडटकच दोतोराचो सल्लो घेवपाक जाय.,Neutral
"Of course, here are common in both The given technics.","निश्चीतूच, हांगां दिल्ल्या पारिभाशीक दोनांय भितर सामान्य आसा.",Negative
It is prominently included in the UNESCO World Heritage List.,युनॅस्कोचे संवसारीक दायज वळेरेंत ही मुखेलपणान आसपावल्या.,Positive
"Vaccination of children for TB, DPT, Polio and Measles.","टि.बी., डि.पि.टी., पोलियो आनी फुगांवां खातीर भुरग्यांचें लसीकरण.",Neutral
Do not use sari pallu to wash and wipe hands.,हात धुवन पुसपा खातीर साडयेच्या पदराचो वापर करूं नाकात.,Neutral
Take a shower at least twice a day.,दिसांतल्यान उण्यांत उणें दोन फावटीं न्हावपाक जाय.,Negative
Do they also get headache or stomachache after anger?,रागा उपरांत तांची तकलीफोड आनी पोटां दुखपाक सुरू जाता ?,Negative
Type 1 diabetes was once called 'juvenile onset diabetes'.,पयले तरेच्या गोड्यामुताक आदल्या काळार जुवेनायल ऑनसॅट डायबिटीस म्हणटाले.,Negative
Pratap Vilas Palace is a beautiful piece of architecture.,प्रताप विलास पॅलेस स्थापत्य कलेचो सोबीत नमुनो.,Positive
"Juice is very beneficial for children, pregnant women and patients.","जूस भुरगीं, गुरवार बायलो तशेंच दुयेंती हांचे खातीर खूब फायद्याचो आसता.",Positive
Take care of comfort when choosing a seat.,सीट वेंचतना सुसेगाचें ध्यान दवरात.,Neutral
"Rambagh i.e. Nehru Park, Buddhist Gompa and Vanvihar are nearby.","रामबाग म्हणल्यार नेहरू पार्क , बौद्ध गोंपा आनी वनविहार लागींच आसात.",Neutral
"For Pamaroja, loamy soils with suitable drainage system are suitable.","पामारोजा खातीर रेंवटाळा सावन दोमट माती जंय जल निकासाची फावोशी वेवस्था आसत, ती उपयुक्त आसता.",Positive
Having a telescope to watch birds will be more fun.,सवण्यांक पळोवंक एक दुर्बीण वांगडा आसल्यार चड मजा येतली.,Positive
"Beautiful sculptures, figures and vines are engraved on them.","ताचेर सुंदर म्हुर्ती , आकृतायो आनी वेली कोंत्रायल्यात.",Positive
This city can be divided into two parts.,ह्या शाराक दोन भागांनी वांटून घालूं येता.,Neutral
Janaki Kund situated on Ramghat is a grand place.,रामघाटार आशिल्लें जानकी कूंड व्हड स्थळ.,Positive
Shows Mālavikāgnimitra pretending that small little kids were playing ball.,मालविकाग्निमित्र नाटका वेल्यान कळटा ल्हान ल्हान भुरगे लेगीत पेल्लान खेळटाले.,Negative
The city of Nashik was founded in 1869 AD.,१८६९त नाशीक शाराची स्थापना जाल्ली.,Neutral
Near it is a cold water lake known as 'Nehrukund'.,ताचे लागीं पार्श्‍वांत एक थंड उदकाच्या तळ्याक नेहरू कूंड ह्या नांवान वळखतात.,Negative
This fair is taking the form of tourism.,ही जात्रा पर्यटनाचें रूप घेत आसा.,Positive
Hard locks hard also used to perform the dance.,खूब कठीण तालांचेर लेगीत नृत्याचें बरें प्रदर्शन करतालो.,Negative
Mix two teaspoons of water in two raw eggs.,दोन कच्च्या तांतयां भितर दोन ल्हान कुलेरां उदक घालात.,Negative
My child suffers from both diarrhea and fever?,म्हज्या भुरग्याक जोर आनी हागवण लागल्या.,Negative
Dabangg Salman Khan suffers from peculiar disorder Trigeminal Nuroljia.,दबंग  हातूंत सलमान खानाक ट्रायजेमिनल न्यूरॉल्जिया जाला.,Negative
Cold Cold is a naturally occurring process of the body.,थंडी जोर येवप कुडीच्या सैमीक रुपा पसून परिवर्तनाची प्रक्रिया आसा.,Negative
Home makeup disguised fashion is in a certain manner.,वेशभुशेंत तोंडाचो श्रृगांर विशेश तरेन करतात.,Positive
Motiphisti has special benefits in increased heart rate and insomnia.,काळजाची वाडिल्ली धडधड आनी न्हीद येनासप ह्या दुयेंसांनी मोतीपिश्टीन खासा लाब जाता.,Positive
"Another revolution is coming slowly, which will be all this.","आनीक एक क्रांती ल्हव ल्हव करून येता, जातूंत हें सगळें आसतलें.",Negative
Children should be given at least three meals a day.,भुरग्यांक दिसाक उण्यांत उणें तीन फावटीं खावंक दिवंक जाय.,Negative
Can also be seen prominently on Apradprk news in newspaper.,खंयच्याय समाचार पत्रांत गुन्यांवां विशींचे समाचारांक प्रधानताये वांगडा पळोवंक शकता.,Positive
Silver water drops appear to be silver in the sun.,रजत घोग्याचे थेंबे वतांत रुप्या वरी दिसतात.,Neutral
Najla Sowal may have a natural origin with a cold.,थंडी बारखूण हाचे बाराबर खोंकलेची निर्मणी सादारणपणान जावं येता.,Negative
Goa bikes run in place of three wheelers or rickshaws.,गोंयच्यो मोटरसायकली तीन चाकी वा रिक्से भशेन चलतात.,Neutral
Place the food on a wooden board as well.,जेवण लेगीत म्हणयेचेर दवरात.,Neutral
Parshuram Kund Temple has its own religious significance.,परशुराम कुंडाची स्वताची धार्मीक महती आसा.,Positive
This news should be written with complete objectivity.,हे समाचार लेगीत पुराय वस्तुनिश्ठताये वांगडा बरोवंक जाय.,Neutral
The sound has been designed by John Faulds.,ह्या ध्वनीक जॉन फाउल्डसान तयार केलो.,Positive
Children suffering from cerebral palsy also require special equipment.,सॅरॅब्रल पाल्सीन पिडेस्त भुरग्यांक विशेश उपकरणांची लेगीत गरज आसता.,Positive
The surrounding environment should be clean and natural.,आशिकुशीचें वातावरण नितळ आनी सैमीक आसपाक जाय.,Positive
Watermelon juice is also unlikely to cause heatstroke.,काळंगाच्या रोसान हून वारें लागपाचो भंय नासता.,Negative
Balloon injuries during Holi are common and often serious.,होळये वेळार बोमाड्यांत जावपी दुखापती ह्यो सादारण आसात आनी सदांच ह्यो गंभीर आसतात.,Negative
Accept it by laughing and gladly accept God's gift.,हाका हांसून स्विकार करात आनी खोशेयेन देवाची देणगी स्विकार करात.,Positive
While the ground reality is just the opposite.,जेन्ना थळीय खरेपण हाचे सामकें विरुद्ध आसा.,Neutral
"And such women, who also do service, surely lack time.","आनी असल्यो बायलो, ज्यो काम लेगीत करतात, तांचे कडेन जाल्यार निश्चितूच वेळ उणो आसता.",Positive
Night blindness is a disease of the eyes.,"रातांधळेपण, दोळ्यांचें एक दुयेंस.",Neutral
Audience through this conversation is informed of the plot.,ह्या भासाभासेच्या माध्यमांतल्यान दर्शकांक कथानकाची सुचोवणी दितात.,Neutral
One of the unique attractions here is a silver train.,हांगाच्या मोलादीक आकर्शणां मदीं रुप्याची रेल्वेगाडी आसा.,Positive
This temple was built by Maharaja Malharao Holkar (II).,म्हाराज मल्हारराव होळकर ( दुसरो ) हाणें हें देवूळ बांदिल्लें.,Neutral
Water is the most important drink of our life.,उदक आमचे जिणेंत सगल्यांत म्हत्वाचें पेय.,Positive
"On the day of the bathing trip, countless devotees come.",स्नान यात्रेक खूब भावीक येतात.,Neutral
Road distance from Shimla to Nahan is 140 km is.,शिमला सावन नाहन मार्गाचें अंतर १४० कि.मी. आसा.,Neutral
The media and the public had praise it.,थंयच्या मिडिया आनी लोकांनी हाची खूब तोखणाय केल्ली.,Neutral
Your weight should be 50 kg or more.,तुमचें वजन 50 किलो वा हाचे परस चड आसूंक जाय.,Positive
Gupt Godavari has two natural caves where water flows continuously.,गुपीत गोदावरींत दोन सैमीक होंवयो आसात जयं उदक सेगीत व्हांवत आसता.,Neutral
Chamraj Sagar is a good place for a picnic.,चामराज सागर  सहली खातीर एक बरी सुवात.,Positive
